deployment,year,VegHF,SoilHF,VegForDetectionDistance,DeploymentYear
ABMI-W237-CCL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W237-CCL_2018
ABMI-W238-CL,2018,ShrubbyFen,,Shrub,ABMI-W238-CL_2018
ABMI-W239-CCL,2018,ShrubbyFen,,Shrub,ABMI-W239-CCL_2018
ABMI-W267-CCL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W267-CCL_2018
ABMI-W268-CL,2018,ShrubbyFen,,Shrub,ABMI-W268-CL_2018
ABMI-W269-CL,2018,Marsh,,WetGrass,ABMI-W269-CL_2018
ABMI-W297-CL,2018,Water,Water,Water,ABMI-W297-CL_2018
ABMI-W298-CCL,2018,Water,Water,Water,ABMI-W298-CCL_2018
ABMI-W299-CCL,2018,GraminoidFen,,WetGrass,ABMI-W299-CCL_2018
ABMI-W38-CCL,2018,Water,Water,Water,ABMI-W38-CCL_2018
ABMI-W39-CL,2018,Marsh,,WetGrass,ABMI-W39-CL_2018
ABMI-W418-CL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W418-CL_2018
ABMI-W419-CL,2018,TreedFen4,,WetTreed,ABMI-W419-CL_2018
ABMI-W420-CL,2018,Marsh,,WetGrass,ABMI-W420-CL_2018
ABMI-W449-CL,2018,TreedFen5,,WetTreed,ABMI-W449-CL_2018
ABMI-W450-CL,2018,Water,Water,Water,ABMI-W450-CL_2018
ABMI-W478-CCL,2018,ShrubbyBog,,Shrub,ABMI-W478-CCL_2018
ABMI-W479-CL,2018,Water,Water,Water,ABMI-W479-CL_2018
ABMI-W480-CL,2018,Marsh,,WetGrass,ABMI-W480-CL_2018
ABMI-W588-CC,2013,Spruce7,UNK,Conif,ABMI-W588-CC_2013
ABMI-W588-CL,2013,Decid4,UNK,Decid,ABMI-W588-CL_2013
ABMI-W605-CL,2018,TreedFen3,,WetTreed,ABMI-W605-CL_2018
ABMI-W606-CCL,2018,ShrubbyFen,,Shrub,ABMI-W606-CCL_2018
ABMI-W607-CCL,2018,Water,Water,Water,ABMI-W607-CCL_2018
ABMI-W621-CC,2013,TreedFen6,UNK,Conif,ABMI-W621-CC_2013
ABMI-W621-CL,2013,TreedBog4,UNK,Conif,ABMI-W621-CL_2013
ABMI-W637-CCL,2018,Water,Water,Water,ABMI-W637-CCL_2018
ABMI-W638-CL,2018,Water,Water,Water,ABMI-W638-CL_2018
ABMI-W639-CL,2018,TreedFen4,,WetTreed,ABMI-W639-CL_2018
ABMI-W653-CC,2013,TreedBog5,UNK,Conif,ABMI-W653-CC_2013
ABMI-W653-CL,2013,TreedBog5,UNK,Conif,ABMI-W653-CL_2013
ABMI-W669-CCL,2018,Water,Water,Water,ABMI-W669-CCL_2018
ABMI-W670-CCL,2018,Water,Water,Water,ABMI-W670-CCL_2018
ABMI-W671-CCL,2018,TreedFen4,,WetTreed,ABMI-W671-CCL_2018
ABMI-W679-CCL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W679-CCL_2018
ABMI-W680-CL,2018,Shrub,,Shrub,ABMI-W680-CL_2018
ABMI-W681-CCL,2018,TreedBog4,,WetTreed,ABMI-W681-CCL_2018
ABMI-W694-CL,2018,ShrubbyFen,,Shrub,ABMI-W694-CL_2018
ABMI-W695-CL,2018,Water,Water,Water,ABMI-W695-CL_2018
ABMI-W696-CL,2018,ShrubbyBog,,Shrub,ABMI-W696-CL_2018
ABMI-W710-CCL,2018,Water,Water,Water,ABMI-W710-CCL_2018
ABMI-W711-CCL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W711-CCL_2018
ABMI-W712-CCL,2018,Water,Water,Water,ABMI-W712-CCL_2018
ABMI-W714-CC,2013,Decid5,UNK,Decid,ABMI-W714-CC_2013
ABMI-W714-CL,2013,Mixedwood5,UNK,Decid,ABMI-W714-CL_2013
ABMI-W725-CCL,2018,TreedBog5,,WetTreed,ABMI-W725-CCL_2018
ABMI-W726-CCL,2018,GraminoidFen,,WetGrass,ABMI-W726-CCL_2018
ABMI-W727-CL,2018,ShrubbySwamp,,Shrub,ABMI-W727-CL_2018
ABMI-W741-CCL,2018,Water,Water,Water,ABMI-W741-CCL_2018
ABMI-W742-CL,2018,Water,Water,Water,ABMI-W742-CL_2018
ABMI-W743-CCL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W743-CCL_2018
ABMI-W756-CCL,2018,TreedFen8,,WetTreed,ABMI-W756-CCL_2018
ABMI-W757-CCL,2018,TreedFen7,,WetTreed,ABMI-W757-CCL_2018
ABMI-W758-CL,2018,TreedFen5,,WetTreed,ABMI-W758-CL_2018
ABMI-W7-CCL,2018,Spruce2,,Conif,ABMI-W7-CCL_2018
ABMI-W829-CCL,2018,Water,Water,Water,ABMI-W829-CCL_2018
ABMI-W830-CCL,2018,Water,Water,Water,ABMI-W830-CCL_2018
ABMI-W842-CC,2013,TreedBog5,UNK,Conif,ABMI-W842-CC_2013
ABMI-W842-CL,2013,Water,Water,Water,ABMI-W842-CL_2013
ABMI-W861-CCL,2018,Water,Water,Water,ABMI-W861-CCL_2018
ABMI-W862-CL,2018,ShrubbyBog,,Shrub,ABMI-W862-CL_2018
ABMI-W887-CCL,2018,Water,Water,Water,ABMI-W887-CCL_2018
ABMI-W888-CCL,2018,Water,Water,Water,ABMI-W888-CCL_2018
ABMI-W889-CCL,2018,Water,Water,Water,ABMI-W889-CCL_2018
ABMI-W8-CCL,2018,Water,Water,Water,ABMI-W8-CCL_2018
ABMI-W920-CCL,2018,Water,Water,Water,ABMI-W920-CCL_2018
ABMI-W921-CCL,2018,WetlandMargin,WetlandMargin,WetGrass,ABMI-W921-CCL_2018
ABMI-W922-CCL,2018,Water,Water,Water,ABMI-W922-CCL_2018
ABMI-W953-CCL,2018,Water,Water,Water,ABMI-W953-CCL_2018
ABMI-W954-CL,2018,Water,Water,Water,ABMI-W954-CL_2018
ABMI-W955-CCL,2018,Water,Water,Water,ABMI-W955-CCL_2018
BG-0006-001,2016,Decid4,UNK,Decid,BG-0006-001_2016
BG-0006-002,2016,Mixedwood4,UNK,Decid,BG-0006-002_2016
BG-0006-003,2016,Spruce7,UNK,Conif,BG-0006-003_2016
BG-0006-004,2016,TreedBog6,UNK,Conif,BG-0006-004_2016
BG-0006-005,2016,TreedBog4,UNK,Conif,BG-0006-005_2016
BG-0006-006,2016,TreedSwamp5,UNK,Decid,BG-0006-006_2016
BG-0006-007,2016,Spruce6,UNK,Conif,BG-0006-007_2016
BG-0006-008,2016,Decid4,UNK,Decid,BG-0006-008_2016
BG-0006-009,2016,Decid5,UNK,Decid,BG-0006-009_2016
BG-0006-010,2016,TreedBog6,UNK,Conif,BG-0006-010_2016
BG-0006-011,2016,Decid4,UNK,Decid,BG-0006-011_2016
BG-0006-012,2016,TreedBog5,UNK,Conif,BG-0006-012_2016
BG-0006-013,2016,Decid5,UNK,Decid,BG-0006-013_2016
BG-0006-014,2016,Decid7,UNK,Decid,BG-0006-014_2016
BG-0006-015,2016,TreedBog4,UNK,Conif,BG-0006-015_2016
BG-0006-016,2016,Decid4,UNK,Decid,BG-0006-016_2016
BG-0006-017,2016,Decid5,UNK,Decid,BG-0006-017_2016
BG-0006-018,2016,WellSiteAbandoned,WellSiteAbandoned,HF,BG-0006-018_2016
BG-0006-019,2016,TreedFen6,UNK,Conif,BG-0006-019_2016
BG-0006-020,2016,CCDecidR,CutBlocks,HF,BG-0006-020_2016
BG-0006-021,2016,Mixedwood4,UNK,Decid,BG-0006-021_2016
BG-0006-022,2016,WellSiteAbandoned,WellSiteAbandoned,HF,BG-0006-022_2016
BG-0006-023,2016,Decid4,UNK,Decid,BG-0006-023_2016
BG-0006-024,2016,Mixedwood5,UNK,Decid,BG-0006-024_2016
BG-0006-025,2016,TreedBog5,UNK,Conif,BG-0006-025_2016
BG-0006-026,2016,WellSite,WellSite,HF,BG-0006-026_2016
BG-0006-027,2016,Decid5,UNK,Decid,BG-0006-027_2016
BG-0006-028,2016,TreedBog5,UNK,Conif,BG-0006-028_2016
BG-0006-029,2016,Decid3,UNK,Decid,BG-0006-029_2016
BG-0006-030,2016,TreedFen6,UNK,Conif,BG-0006-030_2016
BG-0006-032,2016,TreedBog6,UNK,Conif,BG-0006-032_2016
BG-0006-033,2016,TreedBog6,UNK,Conif,BG-0006-033_2016
BG-0006-034,2016,TreedBog4,UNK,Conif,BG-0006-034_2016
BG-0006-035,2016,TreedBog6,UNK,Conif,BG-0006-035_2016
BG-0006-036,2016,CCDecid1,CutBlocks,HF,BG-0006-036_2016
BG-0006-037,2016,TreedBog6,UNK,Conif,BG-0006-037_2016
BG-0006-038,2016,ShrubbySwamp,UNK,WetShrub,BG-0006-038_2016
BG-0006-039,2016,CCDecidR,CutBlocks,HF,BG-0006-039_2016
BG-0006-040,2016,TreedFen4,UNK,Conif,BG-0006-040_2016
BG-0006-041,2016,Mixedwood4,UNK,Decid,BG-0006-041_2016
BG-0006-042,2016,Pine5,UNK,Conif,BG-0006-042_2016
BG-0006-043,2016,Decid4,UNK,Decid,BG-0006-043_2016
BG-0006-044,2016,Spruce6,UNK,Conif,BG-0006-044_2016
BG-0006-046,2016,TreedFen7,UNK,Conif,BG-0006-046_2016
BG-0006-047,2016,TreedBog6,UNK,Conif,BG-0006-047_2016
BG-0006-048,2016,Decid6,UNK,Decid,BG-0006-048_2016
BG-0006-049,2016,TreedBog6,UNK,Conif,BG-0006-049_2016
BG-0006-050,2016,CCDecidR,CutBlocks,HF,BG-0006-050_2016
BG-0006-051,2016,TreedBog6,UNK,Conif,BG-0006-051_2016
BG-0006-052,2016,Decid5,UNK,Decid,BG-0006-052_2016
BG-0006-053,2016,Decid5,UNK,Decid,BG-0006-053_2016
BG-0006-054,2016,CCSpruce2,CutBlocks,HF,BG-0006-054_2016
BG-0006-055,2016,CCDecidR,CutBlocks,HF,BG-0006-055_2016
BG-0006-056,2016,ShrubbyBog,UNK,WetGrass,BG-0006-056_2016
BG-0006-057,2016,TreedBog6,UNK,Conif,BG-0006-057_2016
BG-0006-058,2016,TreedBog6,UNK,Conif,BG-0006-058_2016
BG-0006-059,2016,ShrubbyFen,UNK,WetShrub,BG-0006-059_2016
BG-0006-060,2016,CCDecidR,CutBlocks,HF,BG-0006-060_2016
BG-0006-061,2016,ShrubbySwamp,UNK,WetShrub,BG-0006-061_2016
BG-0006-062,2016,Decid5,UNK,Decid,BG-0006-062_2016
BG-0006-064,2016,TreedBog6,UNK,Conif,BG-0006-064_2016
BG-0006-065,2016,CCPineR,CutBlocks,HF,BG-0006-065_2016
BG-0006-066,2016,TreedBog5,UNK,Conif,BG-0006-066_2016
BG-0006-067,2016,Mixedwood6,UNK,Decid,BG-0006-067_2016
BG-0006-068,2016,TreedBog6,UNK,Conif,BG-0006-068_2016
BG-0006-069,2016,Decid5,UNK,Decid,BG-0006-069_2016
BG-0006-070,2016,CCDecid1,CutBlocks,HF,BG-0006-070_2016
BG-0006-072,2016,TreedBog7,UNK,Conif,BG-0006-072_2016
BG-0006-073,2016,TreedBog6,UNK,Conif,BG-0006-073_2016
BG-0006-074,2016,TreedBog6,UNK,Conif,BG-0006-074_2016
BG-0006-075,2016,Decid1,UNK,Decid,BG-0006-075_2016
BG-0006-076,2016,SeismicLineNarrow,SeismicLineNarrow,HF,BG-0006-076_2016
BG-0006-077,2016,WellSiteAbandoned,WellSiteAbandoned,HF,BG-0006-077_2016
BG-0006-078,2016,TreedBog6,UNK,Conif,BG-0006-078_2016
BG-0006-079,2016,CCDecidR,CutBlocks,HF,BG-0006-079_2016
BG-0006-080,2016,PineR,UNK,Conif,BG-0006-080_2016
BG-0006-081,2016,Spruce7,UNK,Conif,BG-0006-081_2016
BG-0006-082,2016,ShrubbyFen,UNK,WetShrub,BG-0006-082_2016
BG-0006-083,2016,TreedBog6,UNK,Conif,BG-0006-083_2016
BG-0006-085,2016,TreedBog6,UNK,Conif,BG-0006-085_2016
BG-0006-086,2016,CCDecidR,CutBlocks,HF,BG-0006-086_2016
BG-0006-087,2016,TreedBog6,UNK,Conif,BG-0006-087_2016
BG-0006-088,2016,TreedBog4,UNK,WetShrub,BG-0006-088_2016
BG-0006-089,2016,CCMixedwood2,CutBlocks,HF,BG-0006-089_2016
BG-0006-090,2016,Pine6,UNK,Conif,BG-0006-090_2016
BG-0006-091,2016,Decid4,UNK,Decid,BG-0006-091_2016
BG-0006-092,2016,Spruce5,UNK,Conif,BG-0006-092_2016
BG-0006-093,2016,TreedBog6,UNK,Conif,BG-0006-093_2016
BG-0006-094,2016,CCDecidR,CutBlocks,HF,BG-0006-094_2016
BG-0006-095,2016,CCDecid1,CutBlocks,HF,BG-0006-095_2016
BG-0006-096,2016,Decid5,UNK,Decid,BG-0006-096_2016
BG-0006-097,2016,TreedBog6,UNK,Conif,BG-0006-097_2016
BG-0006-098,2016,TreedBog6,UNK,Conif,BG-0006-098_2016
BG-0006-099,2016,CCDecid2,CutBlocks,HF,BG-0006-099_2016
BG-0006-100,2016,CCDecid1,CutBlocks,HF,BG-0006-100_2016
BG-0007-001,2016,TreedFen5,UNK,Conif,BG-0007-001_2016
BG-0007-002,2016,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,BG-0007-002_2016
BG-0007-003,2016,TreedBog5,UNK,Conif,BG-0007-003_2016
BG-0007-004,2016,Decid5,UNK,Decid,BG-0007-004_2016
BG-0007-005,2016,TreedBog5,UNK,Conif,BG-0007-005_2016
BG-0007-006,2016,TreedFen4,UNK,Conif,BG-0007-006_2016
BG-0007-007,2016,TreedBog4,UNK,Conif,BG-0007-007_2016
BG-0007-008,2016,SeismicLineNarrow,SeismicLineNarrow,HF,BG-0007-008_2016
BG-0007-009,2016,TreedFen3,UNK,Conif,BG-0007-009_2016
BG-0007-010,2016,Pine5,UNK,Conif,BG-0007-010_2016
BG-0007-011,2016,TreedFen5,UNK,Conif,BG-0007-011_2016
BG-0007-012,2016,Mixedwood5,UNK,Decid,BG-0007-012_2016
BG-0007-013,2016,TreedFen4,UNK,Conif,BG-0007-013_2016
BG-0007-014,2016,Decid5,UNK,Decid,BG-0007-014_2016
BG-0007-015,2016,TreedBog4,UNK,Conif,BG-0007-015_2016
BG-0007-016,2016,Decid5,UNK,Decid,BG-0007-016_2016
BG-0007-017,2016,Pine4,UNK,Conif,BG-0007-017_2016
BG-0007-018,2016,TreedBog3,UNK,Conif,BG-0007-018_2016
BG-0007-019,2016,TreedFen4,UNK,Conif,BG-0007-019_2016
BG-0007-020,2016,TreedFen3,UNK,Conif,BG-0007-020_2016
BG-0007-021,2016,NA,NA,NA,BG-0007-021_2016
BG-0007-022,2016,TreedFen3,UNK,Conif,BG-0007-022_2016
BG-0007-023,2016,TreedBog5,UNK,Conif,BG-0007-023_2016
BG-0007-024,2016,TreedBog4,UNK,Conif,BG-0007-024_2016
BG-0007-025,2016,TreedBog4,UNK,Conif,BG-0007-025_2016
BG-0007-026,2016,SeismicLineWide,SeismicLineWide,HF,BG-0007-026_2016
BG-0007-027,2016,TreedBog5,UNK,Conif,BG-0007-027_2016
BG-0007-028,2016,TreedBog4,UNK,Conif,BG-0007-028_2016
BG-0007-029,2016,Pine5,UNK,Conif,BG-0007-029_2016
BG-0007-030,2016,TreedFen4,UNK,Conif,BG-0007-030_2016
BG-0007-031,2016,Decid5,UNK,Decid,BG-0007-031_2016
BG-0007-032,2016,TreedBog5,UNK,Conif,BG-0007-032_2016
BG-0007-033,2016,TreedFen5,UNK,Conif,BG-0007-033_2016
BG-0007-034,2016,TreedFen5,UNK,Conif,BG-0007-034_2016
BG-0007-035,2016,TreedBog5,UNK,Conif,BG-0007-035_2016
BG-0007-036,2016,TreedBog4,UNK,Conif,BG-0007-036_2016
BG-0007-037,2016,Decid5,UNK,Decid,BG-0007-037_2016
BG-0007-038,2016,Decid5,UNK,Decid,BG-0007-038_2016
BG-0007-039,2016,Decid5,UNK,Decid,BG-0007-039_2016
BG-0007-040,2016,TreedFen4,UNK,Conif,BG-0007-040_2016
BG-0007-041,2016,TreedBog5,UNK,Conif,BG-0007-041_2016
BG-0007-042,2016,ShrubbyBog,UNK,WetGrass,BG-0007-042_2016
BG-0007-043,2016,TreedBog5,UNK,Conif,BG-0007-043_2016
BG-0007-044,2016,TreedBog4,UNK,Conif,BG-0007-044_2016
BG-0007-045,2016,Mixedwood5,UNK,Decid,BG-0007-045_2016
BG-0007-046,2016,TreedBog5,UNK,Conif,BG-0007-046_2016
BG-0007-047,2016,TreedFen5,UNK,Conif,BG-0007-047_2016
BG-0007-048,2016,TreedBog5,UNK,Conif,BG-0007-048_2016
BG-0007-049,2016,TreedBog5,UNK,Conif,BG-0007-049_2016
BG-0007-051,2016,TreedBog5,UNK,Conif,BG-0007-051_2016
BG-0007-052,2016,GraminoidFen,UNK,WetGrass,BG-0007-052_2016
BG-0007-053,2016,TreedFen6,UNK,Conif,BG-0007-053_2016
BG-0007-054,2016,TreedFen6,UNK,Conif,BG-0007-054_2016
BG-0007-055,2016,ShrubbySwamp,UNK,WetShrub,BG-0007-055_2016
BG-0007-056,2016,TreedFen6,UNK,Conif,BG-0007-056_2016
BG-0007-057,2016,Spruce4,UNK,Conif,BG-0007-057_2016
BG-0007-058,2016,Pine5,UNK,Conif,BG-0007-058_2016
BG-0007-059,2016,TreedBog4,UNK,Conif,BG-0007-059_2016
BG-0007-060,2016,TreedBog7,UNK,Conif,BG-0007-060_2016
BG-0007-061,2016,Mixedwood5,UNK,Decid,BG-0007-061_2016
BG-0007-062,2016,Spruce8,UNK,Conif,BG-0007-062_2016
BG-0007-063,2016,Decid4,UNK,Decid,BG-0007-063_2016
BG-0007-064,2016,Decid5,UNK,Decid,BG-0007-064_2016
BG-0007-065,2016,TreedFen6,UNK,Conif,BG-0007-065_2016
BG-0007-066,2016,TreedBog5,UNK,Conif,BG-0007-066_2016
BG-0007-067,2016,Pine6,UNK,Conif,BG-0007-067_2016
BG-0007-068,2016,TreedBog5,UNK,Conif,BG-0007-068_2016
BG-0007-069,2016,ShrubbyFen,UNK,WetShrub,BG-0007-069_2016
BG-0007-070,2016,TreedBog5,UNK,Conif,BG-0007-070_2016
BG-0007-071,2016,Mixedwood5,UNK,Decid,BG-0007-071_2016
BG-0007-072,2016,Mixedwood5,UNK,Decid,BG-0007-072_2016
BG-0007-074,2016,CCMixedwood2,CutBlocks,HF,BG-0007-074_2016
BG-0007-075,2016,Decid5,UNK,Decid,BG-0007-075_2016
BG-0007-076,2016,Pine6,UNK,Conif,BG-0007-076_2016
BG-0007-077,2016,Marsh,UNK,WetShrub,BG-0007-077_2016
BG-0007-078,2016,ShrubbyFen,UNK,WetShrub,BG-0007-078_2016
BG-0007-079,2016,TreedBog5,UNK,Conif,BG-0007-079_2016
BG-0007-080,2016,Pine5,UNK,Conif,BG-0007-080_2016
BG-0007-081,2016,Decid4,UNK,Decid,BG-0007-081_2016
BG-0007-082,2016,Spruce7,UNK,Conif,BG-0007-082_2016
BG-0007-083,2016,Mixedwood5,UNK,Decid,BG-0007-083_2016
BG-0007-084,2016,TreedBog5,UNK,Conif,BG-0007-084_2016
BG-0007-085,2016,Decid4,UNK,Decid,BG-0007-085_2016
BG-0007-086,2016,TreedBog5,UNK,Conif,BG-0007-086_2016
BG-0007-087,2016,Decid4,UNK,Decid,BG-0007-087_2016
BG-0007-088,2016,TreedBog5,UNK,Conif,BG-0007-088_2016
BG-0007-089,2016,Pine5,UNK,Conif,BG-0007-089_2016
BG-0007-090,2016,Pine5,UNK,Conif,BG-0007-090_2016
BG-0007-091,2016,Decid5,UNK,Decid,BG-0007-091_2016
BG-0007-092,2016,CCDecid2,CutBlocks,HF,BG-0007-092_2016
BG-0007-093,2016,Decid4,UNK,Decid,BG-0007-093_2016
BG-0007-094,2016,CCDecid1,CutBlocks,HF,BG-0007-094_2016
BG-0007-095,2016,TreedBog5,UNK,Conif,BG-0007-095_2016
BG-0007-096,2016,TreedBog5,UNK,Conif,BG-0007-096_2016
BG-0007-097,2016,TreedBog5,UNK,Conif,BG-0007-097_2016
BG-0007-098,2016,Mixedwood8,UNK,Decid,BG-0007-098_2016
BG-0007-099,2016,TreedBog5,UNK,Conif,BG-0007-099_2016
BG-0007-100,2016,TreedBog5,UNK,Conif,BG-0007-100_2016
BG-0009-001,2016,Mixedwood8,UNK,Decid,BG-0009-001_2016
BG-0009-002,2016,Spruce8,UNK,Conif,BG-0009-002_2016
BG-0009-003,2016,Spruce8,UNK,Conif,BG-0009-003_2016
BG-0009-004,2016,Decid5,UNK,Decid,BG-0009-004_2016
BG-0009-005,2016,Decid4,UNK,Decid,BG-0009-005_2016
BG-0009-006,2016,Decid4,UNK,Decid,BG-0009-006_2016
BG-0009-007,2016,Decid4,UNK,Decid,BG-0009-007_2016
BG-0009-008,2016,Decid4,UNK,Decid,BG-0009-008_2016
BG-0009-009,2016,Decid5,UNK,Decid,BG-0009-009_2016
BG-0009-010,2016,Decid4,UNK,Decid,BG-0009-010_2016
BG-0009-011,2016,TreedSwamp4,UNK,Decid,BG-0009-011_2016
BG-0009-012,2016,TreedFen4,UNK,Conif,BG-0009-012_2016
BG-0009-013,2016,Marsh,UNK,WetShrub,BG-0009-013_2016
BG-0009-014,2016,Decid4,UNK,Decid,BG-0009-014_2016
BG-0009-015,2016,Decid4,UNK,Decid,BG-0009-015_2016
BG-0009-016,2016,ShrubbyFen,UNK,WetShrub,BG-0009-016_2016
BG-0009-017,2016,Decid4,UNK,Decid,BG-0009-017_2016
BG-0009-018,2016,TreedFen5,UNK,Conif,BG-0009-018_2016
BG-0009-019,2016,Decid5,UNK,Decid,BG-0009-019_2016
BG-0009-020,2016,Spruce8,UNK,Conif,BG-0009-020_2016
BG-0009-021,2016,GraminoidFen,UNK,WetGrass,BG-0009-021_2016
BG-0009-022,2016,Decid4,UNK,Decid,BG-0009-022_2016
BG-0009-023,2016,Marsh,UNK,WetShrub,BG-0009-023_2016
BG-0009-024,2016,Decid4,UNK,Decid,BG-0009-024_2016
BG-0009-025,2016,Decid4,UNK,Decid,BG-0009-025_2016
BG-0009-026,2016,Decid4,UNK,Decid,BG-0009-026_2016
BG-0009-027,2016,TreedFen6,UNK,Conif,BG-0009-027_2016
BG-0009-028,2016,TreedFen4,UNK,Conif,BG-0009-028_2016
BG-0009-029,2016,TreedBog4,UNK,Conif,BG-0009-029_2016
BG-0009-030,2016,TreedBog4,UNK,Conif,BG-0009-030_2016
BG-0009-031,2016,TreedBog4,UNK,Conif,BG-0009-031_2016
BG-0009-032,2016,TreedFen4,UNK,Conif,BG-0009-032_2016
BG-0009-033,2016,Spruce8,UNK,Conif,BG-0009-033_2016
BG-0009-034,2016,Decid5,UNK,Decid,BG-0009-034_2016
BG-0009-035,2016,TreedFen4,UNK,Conif,BG-0009-035_2016
BG-0009-036,2016,Pine4,UNK,Conif,BG-0009-036_2016
BG-0009-037,2016,TreedFen5,UNK,Conif,BG-0009-037_2016
BG-0009-038,2016,Pine4,UNK,Conif,BG-0009-038_2016
BG-0009-039,2016,TreedSwamp6,UNK,Decid,BG-0009-039_2016
BG-0009-040,2016,TreedFen5,UNK,Conif,BG-0009-040_2016
BG-0009-041,2016,TreedBog4,UNK,Conif,BG-0009-041_2016
BG-0009-042,2016,Pine4,UNK,Conif,BG-0009-042_2016
BG-0009-043,2016,TreedBog4,UNK,Conif,BG-0009-043_2016
BG-0009-044,2016,Decid4,UNK,Decid,BG-0009-044_2016
BG-0009-045,2016,Decid4,UNK,Decid,BG-0009-045_2016
BG-0009-046,2016,Decid5,UNK,Decid,BG-0009-046_2016
BG-0009-047,2016,Decid5,UNK,Decid,BG-0009-047_2016
BG-0009-048,2016,Decid5,UNK,Decid,BG-0009-048_2016
BG-0009-049,2016,TreedFen5,UNK,Conif,BG-0009-049_2016
BG-0009-050,2016,TreedFen4,UNK,Conif,BG-0009-050_2016
BG-0009-051,2016,Decid5,UNK,Decid,BG-0009-051_2016
BG-0009-052,2016,TreedFen5,UNK,Conif,BG-0009-052_2016
BG-0009-053,2016,TreedFen4,UNK,Conif,BG-0009-053_2016
BG-0009-054,2016,Decid5,UNK,Decid,BG-0009-054_2016
BG-0009-055,2016,Decid4,UNK,Decid,BG-0009-055_2016
BG-0009-056,2016,Decid5,UNK,Decid,BG-0009-056_2016
BG-0009-057,2016,Spruce7,UNK,Conif,BG-0009-057_2016
BG-0009-058,2016,Decid7,UNK,Decid,BG-0009-058_2016
BG-0009-059,2016,Decid5,UNK,Decid,BG-0009-059_2016
BG-0009-060,2016,Spruce7,UNK,Conif,BG-0009-060_2016
BG-0009-061,2016,TreedBog4,UNK,Conif,BG-0009-061_2016
BG-0009-062,2016,Mixedwood6,UNK,Decid,BG-0009-062_2016
BG-0009-063,2016,TreedFen4,UNK,Conif,BG-0009-063_2016
BG-0009-064,2016,Decid5,UNK,Decid,BG-0009-064_2016
BG-0009-065,2016,TreedBog5,UNK,Conif,BG-0009-065_2016
BG-0009-066,2016,Decid4,UNK,Decid,BG-0009-066_2016
BG-0009-067,2016,TreedBog4,UNK,Conif,BG-0009-067_2016
BG-0009-068,2016,Decid7,UNK,Decid,BG-0009-068_2016
BG-0009-069,2016,TreedBog8,UNK,Conif,BG-0009-069_2016
BG-0009-070,2016,Spruce7,UNK,Conif,BG-0009-070_2016
BG-0009-071,2016,Pine4,UNK,Conif,BG-0009-071_2016
BG-0009-072,2016,TreedBog5,UNK,Conif,BG-0009-072_2016
BG-0009-073,2016,Decid5,UNK,Decid,BG-0009-073_2016
BG-0009-074,2016,Decid5,UNK,Decid,BG-0009-074_2016
BG-0009-076,2016,Pine4,UNK,Conif,BG-0009-076_2016
BG-0009-077,2016,Decid7,UNK,Decid,BG-0009-077_2016
BG-0009-078,2016,Mixedwood7,UNK,Decid,BG-0009-078_2016
BG-0009-079,2016,Mixedwood8,UNK,Decid,BG-0009-079_2016
BG-0009-080,2016,Spruce8,UNK,Conif,BG-0009-080_2016
BG-0009-081,2016,Decid5,UNK,Decid,BG-0009-081_2016
BG-0009-082,2016,TreedSwamp3,UNK,Decid,BG-0009-082_2016
BG-0009-083,2016,TreedSwamp3,UNK,Decid,BG-0009-083_2016
BG-0009-084,2016,Decid7,UNK,Decid,BG-0009-084_2016
BG-0009-085,2016,Decid5,UNK,Decid,BG-0009-085_2016
BG-0009-086,2016,TreedBog4,UNK,Conif,BG-0009-086_2016
BG-0009-087,2016,Decid7,UNK,Decid,BG-0009-087_2016
BG-0009-088,2016,Decid7,UNK,Decid,BG-0009-088_2016
BG-0009-089,2016,Spruce7,UNK,Conif,BG-0009-089_2016
BG-0009-090,2016,Decid3,UNK,Decid,BG-0009-090_2016
BG-0009-091,2016,Decid4,UNK,Decid,BG-0009-091_2016
BG-0009-092,2016,Decid5,UNK,Decid,BG-0009-092_2016
BG-0009-093,2016,TreedBog7,UNK,Conif,BG-0009-093_2016
BG-0009-094,2016,Decid6,UNK,Decid,BG-0009-094_2016
BG-0009-095,2016,Mixedwood7,UNK,Decid,BG-0009-095_2016
BG-0009-096,2016,Decid5,UNK,Decid,BG-0009-096_2016
BG-0009-097,2016,Spruce7,UNK,Conif,BG-0009-097_2016
BG-0009-098,2016,Mixedwood5,UNK,Decid,BG-0009-098_2016
BG-0009-099,2016,TreedBog7,UNK,Conif,BG-0009-099_2016
BG-0009-101,2016,Mixedwood3,UNK,Decid,BG-0009-101_2016
CAL100,2017,Decid6,UNK,Decid,CAL100_2017
CAL76,2017,TreedFen5,UNK,WetTreed,CAL76_2017
CAL77,2017,TreedBog5,UNK,WetTreed,CAL77_2017
CAL78,2017,ShrubbySwamp,UNK,WetGrass,CAL78_2017
CAL79,2017,WellSite,WellSite,HF,CAL79_2017
CAL80,2017,Decid4,UNK,Decid,CAL80_2017
